key,0,1
1081,"The Chefsbane Cometh","QuestRedoChapter#51"
1082,"Of Cooks and Books","QuestRedoChapter#51"
1083,"Diplomacy of the Skillet","QuestRedoChapter#51"
1084,"A Taste of Home","QuestRedoChapter#51"
1085,"Revenge of the Chefsbane","QuestRedoChapter#51"
1086,"Wait on Me","QuestRedoChapter#52"
1087,"A Spoonful Less Sugar","QuestRedoChapter#52"
1088,"Looking for Some Hot Stuff","QuestRedoChapter#52"
1089,"Love Meat Tender","QuestRedoChapter#52"
1090,"The Spirit of Hospitality","QuestRedoChapter#52"
1091,"Flavors of the Far East","QuestRedoChapter#53"
1092,"Rice to the Occasion","QuestRedoChapter#53"
1093,"A Broth from the Brine","QuestRedoChapter#53"
1094,"Teach a Man to Make Fish","QuestRedoChapter#53"
1095,"The Way to a Father's Heart","QuestRedoChapter#53"
1096,"So You Want to Be a Miner","QuestRedoChapter#54"
1097,"Way of the Miner","QuestRedoChapter#54"
1098,"My First Pickaxe","QuestRedoChapter#54"
1099,"Know Thy Land","QuestRedoChapter#54"
1100,"The Cutting Edge","QuestRedoChapter#54"
1101,"Getting in Deep","QuestRedoChapter#54"
1102,"Old Wisdom, New Ways","QuestRedoChapter#54"
1103,"Water from Stone","QuestRedoChapter#54"
1104,"Obsidian Race","QuestRedoChapter#54"
1105,"Amethysts Are Forever","QuestRedoChapter#54"
1106,"To Die For","QuestRedoChapter#54"
1107,"Gulley of Woes","QuestRedoChapter#54"
1108,"Canyon of Regret","QuestRedoChapter#54"
1109,"Breaking New Ground","QuestRedoChapter#55"
1110,"Sellspade","QuestRedoChapter#55"
1111,"The Same Vein","QuestRedoChapter#55"
1112,"Digging Deeper","QuestRedoChapter#55"
1113,"The Hole Truth","QuestRedoChapter#55"
1114,"Gift of the Gob","QuestRedoChapter#56"
1115,"Thick Skin","QuestRedoChapter#56"
1116,"Pedal to the Metal","QuestRedoChapter#56"
1117,"Where the Money Takes You","QuestRedoChapter#56"
1118,"A Miner Success","QuestRedoChapter#56"
1119,"So You Want to Be a Botanist","QuestRedoChapter#57"
1120,"Way of the Botanist","QuestRedoChapter#57"
1121,"My First Hatchet","QuestRedoChapter#57"
1122,"Sap for Smiles","QuestRedoChapter#57"
1123,"Weapons of a Feather","QuestRedoChapter#57"
1124,"Haste Makes Waste","QuestRedoChapter#57"
1125,"Dressed to Harvest","QuestRedoChapter#57"
1126,"Aromatic Aspirations","QuestRedoChapter#57"
1127,"What Nature Giveth","QuestRedoChapter#57"
1128,"A Feast to Say the Least","QuestRedoChapter#57"
1129,"Crisis of Faith","QuestRedoChapter#57"
1130,"Botanist in a Bind","QuestRedoChapter#57"
1131,"Seeds of Hope","QuestRedoChapter#57"
1132,"Call from the Clouds","QuestRedoChapter#58"
1133,"Onions of Life Bestowing","QuestRedoChapter#58"
1134,"Two Nations, One Seed","QuestRedoChapter#58"
1135,"Love for Harmony","QuestRedoChapter#58"
1136,"Seeds Know No Borders","QuestRedoChapter#58"
1137,"Never Meet Your Heroes","QuestRedoChapter#59"
1138,"You Say Popoto, I Say...","QuestRedoChapter#59"
1139,"Walking for Walker's","QuestRedoChapter#59"
1140,"The White Death","QuestRedoChapter#59"
1141,"Edgyth's Winning Streak","QuestRedoChapter#59"
1142,"So You Want to Be a Fisher","QuestRedoChapter#60"
1143,"Way of the Fisher","QuestRedoChapter#60"
1144,"My First Fishing Rod","QuestRedoChapter#60"
1145,"Bigger Fish to Fry","QuestRedoChapter#60"
1146,"The Princess and the Fish","QuestRedoChapter#60"
1147,"Every Fish Has a Silver Lining","QuestRedoChapter#60"
1148,"A Fish in Hot Water","QuestRedoChapter#60"
1149,"A Game of Cat and Fish","QuestRedoChapter#60"
1150,"Like Fish Passing in the Night","QuestRedoChapter#60"
1151,"A Fish out of Water","QuestRedoChapter#60"
1152,"Fishing in the Rain","QuestRedoChapter#60"
1153,"I Believe Fish Can Fly","QuestRedoChapter#60"
1154,"So Long, and Thanks for All the Fish","QuestRedoChapter#61"
1155,"Plenty More Fish in the Sea","QuestRedoChapter#61"
1156,"The Icepick Challenge","QuestRedoChapter#61"
1157,"Invasion of the Supper Snatchers","QuestRedoChapter#61"
1158,"One Man's Fish Is Another Man's Poison","QuestRedoChapter#61"
1159,"Carpe Diem","QuestRedoChapter#61"
1160,"Whither Wawalago Wanders","QuestRedoChapter#62"
1161,"A Rousing Reunion","QuestRedoChapter#62"
1162,"Search for the Spawning Grounds","QuestRedoChapter#62"
1163,"Always a Bigger Fish","QuestRedoChapter#62"
1164,"Farewell, and Thanks for the Fish","QuestRedoChapter#62"
1165,"So You Want to Be a Gladiator","QuestRedoChapter#63"
1166,"Way of the Gladiator","QuestRedoChapter#63"
1167,"My First Gladius","QuestRedoChapter#63"
1168,"Way of the Gladiator","QuestRedoChapter#63"
1169,"Kicking the Hornet's Nest","QuestRedoChapter#63"
1170,"Ul'dah's Most Wanted","QuestRedoChapter#63"
1171,"Ul'dah's Most Wanted","QuestRedoChapter#63"
1172,"That Old Familiar Feeling","QuestRedoChapter#63"
1173,"The Face of Thal","QuestRedoChapter#63"
1174,"On Holy Ground","QuestRedoChapter#63"
1175,"The Rematch","QuestRedoChapter#63"
1176,"So You Want to Be a Marauder","QuestRedoChapter#64"
1177,"Way of the Marauder","QuestRedoChapter#64"
1178,"My First Axe","QuestRedoChapter#64"
1179,"Way of the Marauder","QuestRedoChapter#64"
1180,"Axe in the Stone","QuestRedoChapter#64"
1181,"Wake of Destruction","QuestRedoChapter#64"
1182,"Wake of Destruction","QuestRedoChapter#64"
1183,"Brutal Strength","QuestRedoChapter#64"
1184,"The Mountain That Strides","QuestRedoChapter#64"
1185,"Bleeder of the Pack","QuestRedoChapter#64"
1186,"Bringing Down the Mountain","QuestRedoChapter#64"
1187,"So You Want to Be a Conjurer","QuestRedoChapter#65"
1188,"Way of the Conjurer","QuestRedoChapter#65"
1189,"My First Cane","QuestRedoChapter#65"
1190,"Way of the Conjurer","QuestRedoChapter#65"
1191,"Trial by Earth","QuestRedoChapter#65"
1192,"Trial by Wind","QuestRedoChapter#65"
1193,"Trial by Wind","QuestRedoChapter#65"
1194,"Trial by Water","QuestRedoChapter#65"
1195,"Sylphie's Trials","QuestRedoChapter#65"
1196,"Like Mother, Like Daughter","QuestRedoChapter#65"
1197,"In Nature's Embrace","QuestRedoChapter#65"
1198,"So You Want to Be an Arcanist","QuestRedoChapter#66"
1199,"Way of the Arcanist","QuestRedoChapter#66"
1200,"My First Grimoire","QuestRedoChapter#66"
1201,"Way of the Arcanist","QuestRedoChapter#66"
1202,"What's in the Box","QuestRedoChapter#66"
1203,"Tactical Planning","QuestRedoChapter#66"
1204,"Tactical Planning","QuestRedoChapter#66"
1205,"Topaz Teachings","QuestRedoChapter#66"
1206,"Over the Rails","QuestRedoChapter#66"
1207,"Pincer Maneuver","QuestRedoChapter#66"
1208,"Grimoire Fandango","QuestRedoChapter#66"
1209,"Sinking Doesmaga","QuestRedoChapter#66"
1210,"So You Want to Be a Pugilist","QuestRedoChapter#67"
1211,"Way of the Pugilist","QuestRedoChapter#67"
1212,"My First Hora","QuestRedoChapter#67"
1213,"Way of the Pugilist","QuestRedoChapter#67"
1214,"Harder than Rock","QuestRedoChapter#67"
1215,"Burning Up the Quarter Malm","QuestRedoChapter#67"
1216,"Burning Up the Quarter Malm","QuestRedoChapter#67"
1217,"The Spirit Is Willing","QuestRedoChapter#67"
1218,"Keeping the Spirit Alive","QuestRedoChapter#67"
1219,"Star-crossed Rivals","QuestRedoChapter#67"
1220,"Return of the Holyfist","QuestRedoChapter#67"
1221,"So You Want to Be a Lancer","QuestRedoChapter#68"
1222,"Way of the Lancer","QuestRedoChapter#68"
1223,"My First Spear","QuestRedoChapter#68"
1224,"Way of the Lancer","QuestRedoChapter#68"
1225,"Spear of the Fearless","QuestRedoChapter#68"
1226,"Courage of Stone","QuestRedoChapter#68"
1227,"Courage of Stone","QuestRedoChapter#68"
1228,"A Dangerous Proposition","QuestRedoChapter#68"
1229,"Lance of Destiny","QuestRedoChapter#68"
1230,"Questions and Lancers","QuestRedoChapter#68"
1231,"Proof of Might","QuestRedoChapter#68"
1232,"So You Want to Be a Rogue","QuestRedoChapter#69"
1233,"My First Daggers","QuestRedoChapter#69"
1234,"Stabbers in Yer Fambles","QuestRedoChapter#69"
1235,"A Dainty Dilemma","QuestRedoChapter#69"
1236,"Stray into the Shadows","QuestRedoChapter#69"
1237,"Stifled Screams","QuestRedoChapter#69"
1238,"Slave to the Code","QuestRedoChapter#69"
1239,"Grinners in the Mist","QuestRedoChapter#69"
1240,"Sweet Sorrows","QuestRedoChapter#69"
1241,"Market for Death","QuestRedoChapter#69"
1242,"Cloying Victory","QuestRedoChapter#69"
1243,"So You Want to Be an Archer","QuestRedoChapter#70"
1244,"Way of the Archer","QuestRedoChapter#70"
1245,"My First Bow","QuestRedoChapter#70"
1246,"Way of the Archer","QuestRedoChapter#70"
1247,"A Matter of Perspective","QuestRedoChapter#70"
1248,"Training with Leih","QuestRedoChapter#70"
1249,"School of Hard Nocks","QuestRedoChapter#70"
1250,"Violators Will Be Shot","QuestRedoChapter#70"
1251,"To Catch a Poacher","QuestRedoChapter#70"
1252,"Homecoming","QuestRedoChapter#70"
1253,"The One That Got Away","QuestRedoChapter#70"
1254,"So You Want to Be a Thaumaturge","QuestRedoChapter#71"
1255,"Way of the Thaumaturge","QuestRedoChapter#71"
1256,"My First Scepter","QuestRedoChapter#71"
1257,"Way of the Thaumaturge","QuestRedoChapter#71"
1258,"The Threat of Intimacy","QuestRedoChapter#71"
1259,"The Threat of Paucity","QuestRedoChapter#71"
1260,"The Threat of Paucity","QuestRedoChapter#71"
1261,"The Threat of Superiority","QuestRedoChapter#71"
1262,"The Threat of Perplexity","QuestRedoChapter#71"
1263,"The Hidden Chapter","QuestRedoChapter#71"
1264,"Facing Your Demons","QuestRedoChapter#71"
1265,"Paladin's Pledge","QuestRedoChapter#72"
1266,"Honor Lost","QuestRedoChapter#72"
1267,"Power Struggles","QuestRedoChapter#72"
1268,"Poisoned Hearts","QuestRedoChapter#72"
1269,"Parley in the Sagolii","QuestRedoChapter#72"
1270,"Keeping the Oath","QuestRedoChapter#72"
1271,"An Exemplary Example","QuestRedoChapter#73"
1272,"The Paladin Who Cried Wolf","QuestRedoChapter#73"
1273,"Big Sollerets to Fill","QuestRedoChapter#73"
1274,"Hey Soul Crystal","QuestRedoChapter#73"
1275,"All According to Plan","QuestRedoChapter#73"
1276,"This Little Sword of Mine","QuestRedoChapter#73"
1277,"Tournament of the Century","QuestRedoChapter#74"
1278,"In Thal's Name","QuestRedoChapter#74"
1279,"In Nald's Name","QuestRedoChapter#74"
1280,"Fade to Black Lotus","QuestRedoChapter#74"
1281,"Raising the Sword","QuestRedoChapter#74"
1282,"Worth Fighting For","QuestRedoChapter#75"
1283,"Pride and Duty (Will Take You from the Mountain)","QuestRedoChapter#76"
1284,"Embracing the Beast","QuestRedoChapter#76"
1285,"Curious Gorge Goes to Wineport","QuestRedoChapter#76"
1286,"Looking the Part","QuestRedoChapter#76"
1287,"Proof Is the Pudding","QuestRedoChapter#76"
1288,"How to Quit You","QuestRedoChapter#76"
1289,"Better Axe Around","QuestRedoChapter#77"
1290,"Duty and the Beast","QuestRedoChapter#77"
1291,"The Bear Necessity","QuestRedoChapter#77"
1292,"Pirates of Shallow Water","QuestRedoChapter#77"
1293,"How to Train Your Warrior","QuestRedoChapter#77"
1294,"Slap an' Chop","QuestRedoChapter#77"
1295,"And My Axe","QuestRedoChapter#77"
1296,"Curious Gorge Meets His Match","QuestRedoChapter#78"
1297,"Field Training","QuestRedoChapter#78"
1298,"When Push Comes to Shove","QuestRedoChapter#78"
1299,"Going the Distance","QuestRedoChapter#78"
1300,"The Heart of the Problem","QuestRedoChapter#78"
1301,"Once, Twice, Three Times a Warrior","QuestRedoChapter#79"
1302,"A Dark Spectacle","QuestRedoChapter#80"
1303,"Our End","QuestRedoChapter#80"
1304,"Ishgardian Justice","QuestRedoChapter#80"
1305,"The Voice in the Abyss","QuestRedoChapter#80"
1306,"Heroic Reprise","QuestRedoChapter#80"
1307,"Declaration of Blood","QuestRedoChapter#80"
1308,"Our Answer","QuestRedoChapter#80"
1309,"The Wages of Mercy","QuestRedoChapter#81"
1310,"The Knight and the Maiden Fair","QuestRedoChapter#81"
1311,"Kindred Spirits","QuestRedoChapter#81"
1312,"Original Sins","QuestRedoChapter#81"
1313,"The Flame in the Abyss","QuestRedoChapter#81"
1314,"Absolution","QuestRedoChapter#81"
1315,"In Memories We Walked","QuestRedoChapter#82"
1316,"The Widow and Her Love","QuestRedoChapter#82"
1317,"The Orphans and the Broken Blade","QuestRedoChapter#82"
1318,"We Can Never Go Home","QuestRedoChapter#82"
1319,"Our Compromise","QuestRedoChapter#82"
1320,"Our Closure","QuestRedoChapter#83"
1321,"The Makings of a Gunbreaker","QuestRedoChapter#84"
1322,"Hired Gunblades","QuestRedoChapter#84"
1323,"For Better or Worse","QuestRedoChapter#84"
1324,"Confessions of a Flaming Mongrel","QuestRedoChapter#84"
1325,"Of Defectors and Defenders","QuestRedoChapter#84"
1326,"Steel against Steel","QuestRedoChapter#84"
1327,"Gunblades of the Patriots","QuestRedoChapter#85"
1328,"Seer Folly","QuestRedoChapter#86"
1329,"Only You Can Prevent Forest Ire","QuestRedoChapter#86"
1330,"O Brother, Where Art Thou","QuestRedoChapter#86"
1331,"Following in His Footsteps","QuestRedoChapter#86"
1332,"Yearn for the Urn","QuestRedoChapter#86"
1333,"Heart of the Forest","QuestRedoChapter#86"
1334,"Taint Misbehaving","QuestRedoChapter#87"
1335,"A Journey of Purification","QuestRedoChapter#87"
1336,"The Girl with the Dragon Tissue","QuestRedoChapter#87"
1337,"The Dark Blight Writhes","QuestRedoChapter#87"
1338,"In the Wake of Death","QuestRedoChapter#87"
1339,"Trials of the Padjals","QuestRedoChapter#87"
1340,"Hands of Healing","QuestRedoChapter#87"
1341,"Unease in East End","QuestRedoChapter#88"
1342,"An Aura for Trouble","QuestRedoChapter#88"
1343,"A Beacon for Bad Things","QuestRedoChapter#88"
1344,"The Problem with Padjals","QuestRedoChapter#88"
1345,"What She Always Wanted","QuestRedoChapter#88"
1346,"Whence the Healing Springs","QuestRedoChapter#89"
1347,"Forgotten but Not Gone","QuestRedoChapter#90"
1348,"The Last Remnants","QuestRedoChapter#90"
1349,"The Consequences of Anger","QuestRedoChapter#90"
1350,"In the Image of the Ancients","QuestRedoChapter#90"
1351,"For Your Fellow Man","QuestRedoChapter#90"
1352,"The Beast Within","QuestRedoChapter#90"
1353,"The Green Death","QuestRedoChapter#91"
1354,"Quarantine","QuestRedoChapter#91"
1355,"False Friends","QuestRedoChapter#91"
1356,"Ooh Rah","QuestRedoChapter#91"
1357,"Unseen","QuestRedoChapter#91"
1358,"Forward, the Royal Marines","QuestRedoChapter#91"
1359,"The Vanishing Act","QuestRedoChapter#92"
1360,"A Safe Place to Hide","QuestRedoChapter#92"
1361,"In Loving Memory","QuestRedoChapter#92"
1362,"The Chase","QuestRedoChapter#92"
1363,"Our Unsung Heroes","QuestRedoChapter#92"
1364,"True Beauty","QuestRedoChapter#93"
1365,"What's Your Sign","QuestRedoChapter#94"
1366,"Stairway to the Heavens","QuestRedoChapter#94"
1367,"Fortune Favors the Bole","QuestRedoChapter#94"
1368,"Hanging in the Balance","QuestRedoChapter#94"
1369,"A Lesson in Patience","QuestRedoChapter#94"
1370,"Slings and Arrows","QuestRedoChapter#94"
1371,"Ewer Right","QuestRedoChapter#94"
1372,"Loved by the Sun","QuestRedoChapter#94"
1373,"Spearheading Initiatives","QuestRedoChapter#94"
1374,"Sharlayan Ascending","QuestRedoChapter#95"
1375,"Empty Nest","QuestRedoChapter#95"
1376,"Conviction","QuestRedoChapter#95"
1377,"Feather in the Cap","QuestRedoChapter#95"
1378,"Trumped","QuestRedoChapter#95"
1379,"The Hands of Fate","QuestRedoChapter#95"
1380,"East Meets West","QuestRedoChapter#96"
1381,"Ride Like the Wind","QuestRedoChapter#96"
1382,"Come Rain or Shrine","QuestRedoChapter#96"
1383,"Behind Door Number Two","QuestRedoChapter#96"
1384,"Foxfire","QuestRedoChapter#96"
1385,"Love, Astrologically","QuestRedoChapter#97"
1386,"Brother from Another Mother","QuestRedoChapter#98"
1387,"Insulted Intelligence","QuestRedoChapter#98"
1388,"A Slave to the Aether","QuestRedoChapter#98"
1389,"The Pursuit of Power","QuestRedoChapter#98"
1390,"Good Vibrations","QuestRedoChapter#98"
1391,"Five Easy Pieces","QuestRedoChapter#98"
1392,"The Legend Continues","QuestRedoChapter#99"
1393,"Let's Talk about Sects","QuestRedoChapter#99"
1394,"Against the Shadow","QuestRedoChapter#99"
1395,"Fight the Battle to Win","QuestRedoChapter#99"
1396,"Stop the Senseless Killing","QuestRedoChapter#99"
1397,"Appetite for Destruction","QuestRedoChapter#99"
1398,"A Fistful of Resolve","QuestRedoChapter#100"
1399,"Return of the Monk","QuestRedoChapter#100"
1400,"Cross-fist Training","QuestRedoChapter#100"
1401,"Choices and Paths","QuestRedoChapter#100"
1402,"The Power to Protect","QuestRedoChapter#100"
1403,"A Monk's Legacy","QuestRedoChapter#101"
1404,"Eye of the Dragon","QuestRedoChapter#102"
1405,"Lance of Fury","QuestRedoChapter#102"
1406,"Unfading Skies","QuestRedoChapter#102"
1407,"Double Dragoon","QuestRedoChapter#102"
1408,"Fatal Seduction","QuestRedoChapter#102"
1409,"Into the Dragon's Maw","QuestRedoChapter#102"
1410,"Sky's the Limit","QuestRedoChapter#103"
1411,"Days of Azure","QuestRedoChapter#103"
1412,"Heart of Justice","QuestRedoChapter#103"
1413,"Sworn Upon a Lance","QuestRedoChapter#103"
1414,"Dragoon's Errand","QuestRedoChapter#103"
1415,"Sanguine Dragoon","QuestRedoChapter#103"
1416,"Dragoon's Fate","QuestRedoChapter#103"
1417,"Friends through Eternity","QuestRedoChapter#104"
1418,"Drowsy Dragons","QuestRedoChapter#104"
1419,"Serpent and the Sea of Rubies","QuestRedoChapter#104"
1420,"Dark as the Night Sky","QuestRedoChapter#104"
1421,"Dragon Sound","QuestRedoChapter#104"
1422,"Gone but Not Forgiven","QuestRedoChapter#105"
1423,"Peasants by Day, Ninjas by Night","QuestRedoChapter#106"
1424,"My First Mudra","QuestRedoChapter#106"
1425,"Killer Combinations","QuestRedoChapter#106"
1426,"Once Upon a Time in Doma","QuestRedoChapter#106"
1427,"Pirates versus Ninjas","QuestRedoChapter#106"
1428,"Ninja Bathin'","QuestRedoChapter#106"
1429,"Tough Guys","QuestRedoChapter#106"
1430,"The Crow Knows","QuestRedoChapter#106"
1431,"Master and Student","QuestRedoChapter#106"
1432,"Strangers in a Strange Land","QuestRedoChapter#107"
1433,"The Impossible Girl","QuestRedoChapter#107"
1434,"Ninja Assassin","QuestRedoChapter#107"
1435,"Medieval Espionage","QuestRedoChapter#107"
1436,"Staying Alive","QuestRedoChapter#107"
1437,"In Her Defense","QuestRedoChapter#107"
1438,"Search for the Stolen Scroll","QuestRedoChapter#108"
1439,"Ninja Bathin' Redux","QuestRedoChapter#108"
1440,"A Game of Life and Death","QuestRedoChapter#108"
1441,"True Enlightenment","QuestRedoChapter#108"
1442,"When Clans Collide","QuestRedoChapter#108"
1443,"Oboro's Big Idea","QuestRedoChapter#109"
1444,"The Way of the Samurai","QuestRedoChapter#110"
1445,"Master Musosai","QuestRedoChapter#110"
1446,"The Sands of Debt","QuestRedoChapter#110"
1447,"Blood on the Deck","QuestRedoChapter#110"
1448,"A Fraudster in the Forest","QuestRedoChapter#110"
1449,"Tears in the Snow","QuestRedoChapter#110"
1450,"The Face of True Evil","QuestRedoChapter#110"
1451,"A Dignified Visitor","QuestRedoChapter#111"
1452,"Trials of the Sekiseigumi","QuestRedoChapter#111"
1453,"Matsuba Mayhem","QuestRedoChapter#111"
1454,"The Hunt for Ugetsu","QuestRedoChapter#111"
1455,"The Battle on Bekko","QuestRedoChapter#111"
1456,"The Legend of Musosai","QuestRedoChapter#112"
1457,"A Song of Bards and Bowmen","QuestRedoChapter#113"
1458,"The Archer's Anthem","QuestRedoChapter#113"
1459,"Bard's-eye View","QuestRedoChapter#113"
1460,"Doing It the Bard Way","QuestRedoChapter#113"
1461,"Pieces of the Past","QuestRedoChapter#113"
1462,"Requiem for the Fallen","QuestRedoChapter#113"
1463,"On the Road Again","QuestRedoChapter#114"
1464,"The Stiff and the Spent","QuestRedoChapter#114"
1465,"Requiem on Ice","QuestRedoChapter#114"
1466,"When Gnaths Cry","QuestRedoChapter#114"
1467,"A Saint of Song","QuestRedoChapter#114"
1468,"The Ballad of Oblivion","QuestRedoChapter#114"
1469,"Three's a Company","QuestRedoChapter#115"
1470,"Masked Motives","QuestRedoChapter#115"
1471,"One Autumn's Secret","QuestRedoChapter#115"
1472,"Sleeping Truths Lie","QuestRedoChapter#115"
1473,"Sweet Dreams Are Made of Peace","QuestRedoChapter#115"
1474,"A Harmony from the Heavens","QuestRedoChapter#116"
1475,"So You Want to Be a Machinist","QuestRedoChapter#117"
1476,"Savior of Skysteel","QuestRedoChapter#117"
1477,"Master of Marksmanship","QuestRedoChapter#117"
1478,"Always the Last Place You Look","QuestRedoChapter#117"
1479,"Rook Before You Reap","QuestRedoChapter#117"
1480,"Securing the Locks","QuestRedoChapter#117"
1481,"A Suppressive Strategy","QuestRedoChapter#117"
1482,"Blood on the Sands","QuestRedoChapter#117"
1483,"Rage against the Machinists","QuestRedoChapter#117"
1484,"The Power of a Tourney","QuestRedoChapter#117"
1485,"A Joye-less Celebration","QuestRedoChapter#118"
1486,"Pushing the Brume","QuestRedoChapter#118"
1487,"A Joye-ful Reunion","QuestRedoChapter#118"
1488,"Wheels of Justice","QuestRedoChapter#118"
1489,"Taking the Fall","QuestRedoChapter#118"
1490,"Rusted Steel","QuestRedoChapter#118"
1491,"Rise of the Machinists","QuestRedoChapter#118"
1492,"The Machinists' Choice","QuestRedoChapter#119"
1493,"The Hrunting Heist","QuestRedoChapter#119"
1494,"Release the Hounds","QuestRedoChapter#119"
1495,"Snouts Down, Tails Up","QuestRedoChapter#119"
1496,"The Mongrel and the Knight","QuestRedoChapter#119"
1497,"Machinists for the Morrow","QuestRedoChapter#120"
1498,"Shall We Dance","QuestRedoChapter#121"
1499,"Gamboling for Gil","QuestRedoChapter#121"
1500,"A Soirée in the Sultanate","QuestRedoChapter#121"
1501,"Dances with Duskwights","QuestRedoChapter#121"
1502,"High-steppin' in the Holy See","QuestRedoChapter#121"
1503,"Save the Last Dance for Me","QuestRedoChapter#121"
1504,"Rising to the Occasion","QuestRedoChapter#122"
1505,"Taking the Black","QuestRedoChapter#123"
1506,"You'll Never Go Back","QuestRedoChapter#123"
1507,"International Relations","QuestRedoChapter#123"
1508,"The Voidgate Breathes Gloomy","QuestRedoChapter#123"
1509,"The Blood Must Flow","QuestRedoChapter#123"
1510,"Always Bet on Black","QuestRedoChapter#123"
1511,"Black Books","QuestRedoChapter#124"
1512,"An Unexpected Journey","QuestRedoChapter#124"
1513,"A Cunning Plan","QuestRedoChapter#124"
1514,"Black Squawk Down","QuestRedoChapter#124"
1515,"Destruction in the Name of Justice","QuestRedoChapter#124"
1516,"The Defiant Ones","QuestRedoChapter#124"
1517,"Shades of Shatotto","QuestRedoChapter#125"
1518,"Golems Gone Wild","QuestRedoChapter#125"
1519,"When the Golems Get Tough","QuestRedoChapter#125"
1520,"Unnatural Selection","QuestRedoChapter#125"
1521,"One Golem to Rule Them All","QuestRedoChapter#125"
1522,"A Home for a Tome","QuestRedoChapter#126"
1523,"Austerities of Flame","QuestRedoChapter#127"
1524,"Austerities of Earth","QuestRedoChapter#127"
1525,"Shadowing the Summoner","QuestRedoChapter#127"
1526,"Allagan Attire","QuestRedoChapter#127"
1527,"Austerities of Wind","QuestRedoChapter#127"
1528,"Primal Burdens","QuestRedoChapter#127"
1529,"A Fitting Tomestone","QuestRedoChapter#128"
1530,"A Matter of Fact","QuestRedoChapter#128"
1531,"A Miner Negotiation","QuestRedoChapter#128"
1532,"Mad, Bad, and Ebon-clad","QuestRedoChapter#128"
1533,"I Could Have Tranced All Night","QuestRedoChapter#128"
1534,"A Flare for the Dramatic","QuestRedoChapter#128"
1535,"A Book with Bite","QuestRedoChapter#129"
1536,"Performing for Prin","QuestRedoChapter#129"
1537,"An Egi-stential Crisis","QuestRedoChapter#129"
1538,"Off the Record","QuestRedoChapter#129"
1539,"An Art for the Living","QuestRedoChapter#129"
1540,"To Be Second Best","QuestRedoChapter#130"
1541,"To Be Second Best","QuestRedoChapter#130"
1542,"Taking the Red","QuestRedoChapter#131"
1543,"The Crimson Duelist","QuestRedoChapter#131"
1544,"A Rewarding Struggle","QuestRedoChapter#131"
1545,"Tracking the Cabal","QuestRedoChapter#131"
1546,"A Vermilion Vendetta","QuestRedoChapter#131"
1547,"On Lambard's Trail","QuestRedoChapter#131"
1548,"Stained in Scarlet","QuestRedoChapter#131"
1549,"The Color of Her Hair","QuestRedoChapter#132"
1550,"Traced in Blood","QuestRedoChapter#132"
1551,"Nightkin","QuestRedoChapter#132"
1552,"Child of Lilith","QuestRedoChapter#132"
1553,"With Heart and Steel","QuestRedoChapter#132"
1554,"Succession of Steel","QuestRedoChapter#133"
1555,"Out of the Blue","QuestRedoChapter#134"
1556,"Blue Leading the Blue","QuestRedoChapter#134"
1557,"Blue Collar Work","QuestRedoChapter#134"
1558,"Why They Call It the Blues","QuestRedoChapter#134"
1559,"Scream Blue Murder","QuestRedoChapter#134"
1560,"Blue Gold","QuestRedoChapter#134"
1561,"The Real Folk Blues","QuestRedoChapter#134"
1562,"Turning Over a Blue Leaf","QuestRedoChapter#134"
1563,"Into the Blue Again","QuestRedoChapter#135"
1564,"Something Borrowed, Something Blue","QuestRedoChapter#135"
1565,"Bolt from the Blue","QuestRedoChapter#135"
1566,"Blue in the Face","QuestRedoChapter#135"
1567,"Blue Scream of Death","QuestRedoChapter#135"
1568,"Blue Cheese","QuestRedoChapter#135"
1569,"Second-rate Entertainment","QuestRedoChapter#146"
1570,"Everybody Was Fukumen Fighting","QuestRedoChapter#146"
1571,"Azuro and Goliath","QuestRedoChapter#146"
1572,"Where the Gold Goes","QuestRedoChapter#146"
1573,"Master of Mimicry","QuestRedoChapter#146"
1574,"A Future in Blue","QuestRedoChapter#146"
1575,"The Man with Too Many Scars","QuestRedoChapter#136"
1576,"Shaped by Tragedy","QuestRedoChapter#136"
1577,"Defined by Loss","QuestRedoChapter#136"
1578,"The Princess and Her Knight","QuestRedoChapter#136"
1579,"The Hardened Heart","QuestRedoChapter#136"
1580,"To Have Loved and Lost","QuestRedoChapter#136"
1581,"Traditions and Travails","QuestRedoChapter#137"
1582,"Affronts and Allies","QuestRedoChapter#137"
1583,"The Scientific Method","QuestRedoChapter#137"
1584,"The Lost and the Found","QuestRedoChapter#137"
1585,"Never to Return","QuestRedoChapter#137"
1586,"The Soul of Temperance","QuestRedoChapter#137"
1587,"No Greater Sport","QuestRedoChapter#138"
1588,"Vengeance in Defeat","QuestRedoChapter#138"
1589,"Freedom from Privilege","QuestRedoChapter#138"
1590,"The Hunter's Legacy","QuestRedoChapter#138"
1591,"Fellowship Restored","QuestRedoChapter#138"
1592,"Courage Born of Fear","QuestRedoChapter#138"
1593,"Hollow Pursuits","QuestRedoChapter#139"
1594,"A Voice from the Void","QuestRedoChapter#139"
1595,"Echoes of the Past","QuestRedoChapter#139"
1596,"Nyelbert's Lament","QuestRedoChapter#139"
1597,"Taynor's Training Day","QuestRedoChapter#139"
1598,"A Tearful Reunion","QuestRedoChapter#139"
1599,"Shadow Walk with Me","QuestRedoChapter#140"
1600,"Safekeeping","QuestRedoChapter#140"
1601,"Shaken Resolve","QuestRedoChapter#141"
