key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
215,"Great Vessel of Ronka",0,"Great Vessels of Ronka",0,0,1,0,1,"ModelChara#2861","MoveControl#2","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_TsuchinokoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TsuchinokoBye",0,10,False,True,0,0,0,0,168,"ui/icon/004000/004174.tex",7080,100,True,0,0,60,0,"MountAction#49",True,True,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#20","TiltParam#39",False,"TiltParam#38",False
216,"pteranodon",0,"pteranodons",0,0,1,0,0,"ModelChara#2862","MoveControl#2","",45,15,70,1,2,"MountCustomize#88","music/ffxiv/BGM_Ride_Hukko01.scd","SE_Bt_Etc_PteranodonWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PteranodonBye",20,10,False,True,0,0,0,0,169,"ui/icon/004000/004169.tex",5050,100,True,0,0,40,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#22","TiltParam#41",False,"TiltParam#40",False
217,"ruby gwiber",0,"ruby gwibers",0,0,1,0,0,"ModelChara#2863","MoveControl#2","",45,15,50,1,2,"MountCustomize#76","music/ffxiv/BGM_Ride_Ruby.scd","SE_Bt_Etc_BanshinryuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BanshinryuuBye",20,20,False,True,0,0,0,0,170,"ui/icon/004000/004170.tex",30303,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#22","TiltParam#41",False,"TiltParam#42",False
218,"hybodus",0,"hybodus",0,0,1,0,0,"ModelChara#2900","MoveControl#2","",45,15,15,1,2,"MountCustomize#89","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_SharkWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SharkBye",20,20,False,False,0,0,0,0,171,"ui/icon/004000/004171.tex",7090,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#19","TiltParam#39",False,"TiltParam#38",False
219,"Ramuh",0,"Ramuhs",0,0,1,0,1,"ModelChara#2901","MoveControl#2","",45,85,85,1,2,"MountCustomize#90","music/ffxiv/BGM_Ride_Eden02.scd","SE_Bt_Etc_1stRamuhWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_1stRamuhBye",20,20,False,True,0,0,0,0,172,"ui/icon/004000/004172.tex",7100,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#37",False,"TiltParam#37",False
220,"Rubellite Carbuncle",0,"Rubellite Carbuncles",0,0,1,0,0,"ModelChara#2913","MoveControl#2","",45,70,70,1,2,"MountCustomize#51","music/ffxiv/BGM_Ride_Kyellow.scd","SE_Bt_Etc_CarbuncleWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_CarbuncleBye",20,10,False,True,0,0,0,0,173,"ui/icon/004000/004173.tex",3332,120,True,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#40",False
221,"",0,"",0,0,1,0,0,"ModelChara#2861","MoveControl#2","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_TsuchinokoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TsuchinokoBye",0,10,False,True,0,0,0,0,-1,,0,100,False,0,0,60,0,"MountAction#48",False,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#20","TiltParam#39",False,"TiltParam#38",False
222,"chocobo carriage",0,"chocobo carriages",0,0,1,0,0,"ModelChara#2949","MoveControl#2","",5,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_Chocobo.scd","SE_Bt_Etc_CCarriageWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_CCarriageBye",20,10,False,True,0,0,0,0,175,"ui/icon/004000/004177.tex",210,100,True,0,0,60,3,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#17","TiltParam#37",False,"TiltParam#37",False
223,"Rolling Tankard",0,"Rolling Tankards",0,0,1,0,0,"ModelChara#2950","MoveControl#2","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_DTankWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DTankBye",0,10,False,True,0,0,0,0,176,"ui/icon/004000/004178.tex",10140,100,True,0,0,100,0,"MountAction#51",False,True,False,False,False,80,80,False,False,"TiltParam#0","TiltParam#18","TiltParam#37",False,"TiltParam#37",False
224,"Gabriel α",0,"Gabriels α",0,0,1,0,1,"ModelChara#2951","MoveControl#2","",45,15,15,1,2,"MountCustomize#91","music/ffxiv/BGM_Ride_MYC01.scd","SE_Bt_Etc_ZeroGabrielWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_ZeroGabrieBye",0,10,False,False,0,0,0,0,177,"ui/icon/004000/004179.tex",11050,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#17","TiltParam#21","TiltParam#59",False,"TiltParam#37",False
225,"megalotragus",0,"megalotraguses",0,0,1,0,0,"ModelChara#2952","MoveControl#2","",45,85,85,1,2,"MountCustomize#92","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_GazelleWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GazelleBye",20,10,False,True,0,0,0,0,178,"ui/icon/004000/004180.tex",3410,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#39",False,"TiltParam#40",False
226,"gwiber of light",0,"gwibers of light",0,0,1,0,0,"ModelChara#2976","MoveControl#2","",45,15,50,1,2,"MountCustomize#76","music/ffxiv/BGM_Ride_WOL.scd","SE_Bt_Etc_BanshinryuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BanshinryuuBye",20,20,False,True,0,0,0,0,179,"ui/icon/004000/004181.tex",30304,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#22","TiltParam#41",False,"TiltParam#42",False
227,"",0,"",0,0,1,0,0,"ModelChara#2950","MoveControl#2","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_DTankWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DTankBye",0,10,False,True,0,0,0,0,-1,,0,100,False,0,0,100,0,"MountAction#50",False,False,False,False,False,80,80,False,False,"TiltParam#0","TiltParam#18","TiltParam#37",False,"TiltParam#37",False
228,"Jibanyan couch",0,"Jibanyan couches",0,0,1,0,0,"ModelChara#2974","MoveControl#2","",45,15,15,1,2,"MountCustomize#94","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_YKWChairWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YKWChairBye",0,10,False,True,0,0,0,0,180,"ui/icon/004000/004182.tex",40502,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#17","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
229,"magitek hyperconveyor",0,"magitek hyperconveyors",0,0,1,0,0,"ModelChara#3005","MoveControl#2","",45,15,15,1,2,"MountCustomize#63","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_HakaseIsuWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HakaseIsuBye",0,10,False,True,0,0,0,0,181,"ui/icon/004000/004183.tex",10032,100,True,0,0,50,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#17","TiltParam#19","TiltParam#39",False,"TiltParam#38",False
230,"Ehll Tou",0,"Ehll Tous",0,1,1,1,1,"ModelChara#2975","MoveControl#2","",45,15,50,1,2,"MountCustomize#93","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_ErtoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ErtoBye",20,20,False,True,0,0,0,0,182,"ui/icon/004000/004184.tex",1140,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#20","TiltParam#41",False,"TiltParam#40",False
231,"Incitatus",0,"Incitatuses",0,1,1,0,1,"ModelChara#3006","MoveControl#2","",45,70,70,1,2,"MountCustomize#5","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,183,"ui/icon/004000/004185.tex",30010,65,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
232,"snowman",0,"snowmen",0,0,1,0,0,"ModelChara#3043","MoveControl#2","",45,15,15,1,2,"MountCustomize#96","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_SnowmanWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SnowmanBye",0,10,False,False,0,0,0,0,174,"ui/icon/004000/004186.tex",15010,100,False,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
233,"Lunar Whale",0,"Lunar Whales",0,0,1,0,0,"ModelChara#3044","MoveControl#2","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_Fanfes2021.scd","SE_Bt_Etc_FF4MadosenWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_FF4MadosenBye",0,10,False,False,0,0,0,0,184,"ui/icon/004000/004187.tex",11060,100,False,0,0,60,7,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#16","TiltParam#17","TiltParam#37",False,"TiltParam#37",False
234,"Eden",0,"Edens",0,1,1,0,1,"ModelChara#3045","MoveControl#2","",45,15,15,1,2,"MountCustomize#97","music/ffxiv/BGM_Ride_Eden03.scd","SE_Bt_Etc_EdenPrimelWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_EdenPrimeBye",0,10,False,True,0,0,0,0,185,"ui/icon/004000/004188.tex",11070,100,True,0,0,60,0,"MountAction#52",True,True,False,False,False,80,80,False,False,"TiltParam#17","TiltParam#18","TiltParam#63",False,"TiltParam#62",False
235,"Cerberus",0,"Cerberi",0,0,1,0,1,"ModelChara#3046","MoveControl#2","",45,70,70,1,2,"MountCustomize#95","music/ffxiv/BGM_Ride_MYC01.scd","SE_Bt_Etc_CerberusWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_CerberusBye",20,20,False,True,0,0,0,0,186,"ui/icon/004000/004189.tex",3420,100,True,0,0,60,3,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
236,"big shell",0,"big shells",0,0,1,0,0,"ModelChara#3047","MoveControl#2","",45,15,15,1,2,"MountCustomize#98","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_FF11CrabWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FF11CrabBye",20,20,False,True,0,0,0,0,187,"ui/icon/004000/004190.tex",3430,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#17","TiltParam#41",False,"TiltParam#40",False
237,"Arion",0,"Arions",0,1,1,0,1,"ModelChara#3099","MoveControl#2","",45,70,70,1,2,"MountCustomize#99","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_6LeggedHorseWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_6LeggedHorseBye",20,10,False,True,0,0,0,0,188,"ui/icon/004000/004191.tex",3070,100,True,0,0,55,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#40",False
238,"emerald gwiber",0,"emerald gwibers",0,1,1,0,0,"ModelChara#3100","MoveControl#2","",45,15,50,1,2,"MountCustomize#76","music/ffxiv/BGM_Ride_Emerald.scd","SE_Bt_Etc_BanshinryuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BanshinryuuBye",20,20,False,True,0,0,0,0,189,"ui/icon/004000/004192.tex",30305,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#22","TiltParam#41",False,"TiltParam#42",False
239,"prototype roader",0,"prototype roaders",0,0,1,0,0,"ModelChara#3101","MoveControl#2","",45,15,15,1,2,"MountCustomize#71","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MagunarodersWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MagunarodersBye",20,10,False,True,0,0,0,0,190,"ui/icon/004000/004193.tex",10052,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#22","TiltParam#41",False,"TiltParam#42",False
240,"chocorpokkur",0,"chocorpokkurs",0,0,1,0,0,"ModelChara#3102","MoveControl#2","",45,15,70,1,2,"MountCustomize#54","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MarimokunWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MarimokunBye",20,10,False,True,0,0,0,0,191,"ui/icon/004000/004194.tex",1041,120,True,0,0,40,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#19","TiltParam#37",False,"TiltParam#38",False
241,"Gabriel Mark III",0,"Gabriels Mark III",0,0,1,0,1,"ModelChara#3103","MoveControl#2","",45,15,15,1,2,"MountCustomize#91","music/ffxiv/BGM_Ride_MYC01.scd","SE_Bt_Etc_ZeroGabrielWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_ZeroGabrieBye",0,10,False,False,0,0,0,0,192,"ui/icon/004000/004195.tex",11051,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#17","TiltParam#21","TiltParam#59",False,"TiltParam#37",False
242,"antelope doe",0,"antelope does",0,1,1,0,0,"ModelChara#3104","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_YackleFWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YackleFBye",20,10,False,True,0,0,0,0,203,"ui/icon/004000/004197.tex",3440,100,True,0,0,55,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#17","TiltParam#39",False,"TiltParam#38",False
243,"antelope stag",0,"antelope stags",0,1,1,0,0,"ModelChara#3105","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_YackleMWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YackleMBye",20,10,False,True,0,0,0,0,204,"ui/icon/004000/004198.tex",3441,100,True,0,0,55,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#17","TiltParam#39",False,"TiltParam#38",False
244,"",0,"",0,0,1,0,0,"ModelChara#2","MoveControl#2","",45,0,15,0,0,"MountCustomize#0","music/ffxiv/BGM_Ride_CommonMonster.scd","SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,524289,0,0,-1,,0,77,False,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#30","TiltParam#23","TiltParam#41",False,"TiltParam#40",False
245,"Landerwaffe",0,"Landerwaffes",0,0,1,0,1,"ModelChara#3115","MoveControl#2","",45,15,15,1,2,"MountCustomize#100","music/ffxiv/BGM_Ride_EX3Comp.scd","SE_Bt_Etc_MechDragonWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MechDragonBye",0,10,False,True,0,0,0,0,200,"ui/icon/004000/004199.tex",30350,100,True,0,0,70,1,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#21","TiltParam#43",False,"TiltParam#44",False
246,"Al-iklil",0,"Al-iklils",0,1,1,0,1,"ModelChara#3171","MoveControl#2","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_MYC01.scd","SE_Bt_Etc_Bike12Whistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Bike12Bye",0,10,False,True,0,0,0,0,201,"ui/icon/004000/004200.tex",10230,100,True,0,0,70,1,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#9","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
247,"Cruise Chaser",0,"Cruise Chasers",0,0,1,0,0,"ModelChara#3172","MoveControl#2","",45,15,15,1,2,"MountCustomize#102","music/ffxiv/BGM_Ride_Cruise.scd","SE_Bt_Etc_CChaserWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_CChaserBye",0,10,False,True,0,0,0,0,202,"ui/icon/004000/004201.tex",10610,100,True,0,0,70,1,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#17","TiltParam#26","TiltParam#61",False,"TiltParam#40",False
248,"Construct VI-S",0,"Constructs VI-S",0,0,1,0,0,"ModelChara#3175","MoveControl#2","",45,15,15,1,2,"MountCustomize#82","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_KoboldGolemWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_KoboldGolemBye",0,10,False,False,0,0,0,0,193,"ui/icon/004000/004196.tex",10121,100,False,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#21","TiltParam#37",False,"TiltParam#37",False
249,"diamond gwiber",0,"diamond gwibers",0,0,1,0,0,"ModelChara#3235","MoveControl#2","",45,15,50,1,2,"MountCustomize#76","music/ffxiv/BGM_Ride_Dia.scd","SE_Bt_Etc_BanshinryuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BanshinryuuBye",20,20,False,True,0,0,0,0,194,"ui/icon/004000/004209.tex",30306,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#22","TiltParam#41",False,"TiltParam#42",False
250,"polar bear",0,"polar bears",0,0,1,0,0,"ModelChara#3236","MoveControl#2","",45,15,70,1,2,"MountCustomize#9","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_XmasKumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_XmasKumaBye",20,10,False,True,0,0,0,0,195,"ui/icon/004000/004210.tex",3254,65,True,12,3,70,0,"MountAction#53",False,True,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#38",False
251,"",0,"",0,0,1,0,0,"ModelChara#1059","MoveControl#2","",45,0,15,0,0,"MountCustomize#0","music/ffxiv/BGM_Ride_CommonMonster.scd","SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,65537,0,0,-1,,0,77,False,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#30","TiltParam#23","TiltParam#41",False,"TiltParam#40",False
252,"gilded mikoshi",0,"gilded mikoshi",0,0,1,0,0,"ModelChara#3237","MoveControl#2","",45,15,15,1,2,"MountCustomize#70","music/ffxiv/BGM_Ride_Mikoshi.scd","SE_Bt_Etc_NamazuoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_NamazuoBye",20,10,False,False,0,0,0,0,196,"ui/icon/004000/004211.tex",4501,100,True,0,0,50,0,"MountAction#41",False,True,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#21","TiltParam#41",False,"TiltParam#40",False
253,"Resplendent Vessel of Ronka",0,"Resplendent Vessels of Ronka",0,0,1,0,1,"ModelChara#3238","MoveControl#2","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_Golden.scd","SE_Bt_Etc_TsuchinokoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TsuchinokoBye",0,10,False,True,0,0,0,0,197,"ui/icon/004000/004212.tex",7081,100,True,0,0,60,0,"MountAction#49",True,True,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#20","TiltParam#39",False,"TiltParam#38",False
254,"magicked card",0,"magicked cards",0,0,1,0,0,"ModelChara#3239","MoveControl#2","",45,15,15,1,2,"MountCustomize#103","music/ffxiv/BGM_Ride_CardComp.scd","SE_Bt_Etc_TTCWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TTCBye",0,10,False,True,0,0,0,0,198,"ui/icon/004000/004213.tex",16100,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#16","TiltParam#18","TiltParam#39",False,"TiltParam#40",False
255,"island mandragora",0,"island mandragoras",0,1,1,0,0,"ModelChara#3229","MoveControl#2","",45,15,15,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_MJI.scd","SE_Bt_Etc_Mount_Mandragora_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Mandragora_bye",20,10,False,True,0,0,0,0,238,"ui/icon/004000/004202.tex",1150,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
256,"island Onion Prince",0,"island Onion Princes",0,1,1,0,0,"ModelChara#3230","MoveControl#2","",45,15,15,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_MJI.scd","SE_Bt_Etc_Mount_Mandragora_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Mandragora_bye",20,10,False,True,0,0,0,0,239,"ui/icon/004000/004203.tex",1151,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
257,"island Eggplant Knight",0,"island Eggplant Knights",0,1,1,0,0,"ModelChara#3231","MoveControl#2","",45,15,15,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_MJI.scd","SE_Bt_Etc_Mount_Mandragora_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Mandragora_bye",20,10,False,True,0,0,0,0,240,"ui/icon/004000/004204.tex",1152,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
258,"island Garlic Jester",0,"island Garlic Jesters",0,1,1,0,0,"ModelChara#3232","MoveControl#2","",45,15,15,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_MJI.scd","SE_Bt_Etc_Mount_Mandragora_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Mandragora_bye",20,10,False,True,0,0,0,0,241,"ui/icon/004000/004205.tex",1153,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
259,"island Tomato King",0,"island Tomato Kings",0,1,1,0,0,"ModelChara#3233","MoveControl#2","",45,15,15,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_MJI.scd","SE_Bt_Etc_Mount_Mandragora_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Mandragora_bye",20,10,False,True,0,0,0,0,242,"ui/icon/004000/004206.tex",1154,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
260,"island Mandragora Queen",0,"island Mandragora Queens",0,1,1,1,0,"ModelChara#3234","MoveControl#2","",45,15,15,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_MJI.scd","SE_Bt_Etc_Mount_Mandragora_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Mandragora_bye",20,10,False,True,0,0,0,0,243,"ui/icon/004000/004207.tex",1155,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
261,"lynx of eternal darkness",0,"lynxes of eternal darkness",0,0,1,0,0,"ModelChara#3240","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_Zodiark.scd","SE_Bt_Etc_Mount_Maju_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Maju_bye",20,10,False,True,0,0,0,0,205,"ui/icon/004000/004214.tex",30400,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
262,"lynx of divine light",0,"lynxes of divine light",0,0,1,0,0,"ModelChara#3418","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_Hydaelyn.scd","SE_Bt_Etc_Mount_Maju_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Maju_bye",20,10,False,True,0,0,0,0,206,"ui/icon/004000/004215.tex",30401,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
263,"Argos",0,"Argoses",0,1,1,0,1,"ModelChara#3241","MoveControl#2","",45,70,70,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_MoonDog_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_MoonDog_bye",20,10,False,True,0,0,0,0,207,"ui/icon/004000/004216.tex",3450,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#39",False,"TiltParam#38",False
264,"dreadnaught",0,"dreadnaughts",0,0,1,0,0,"ModelChara#3280","MoveControl#2","",45,15,15,1,2,"MountCustomize#104","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_Dread_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_Dread_bye",0,10,False,True,0,0,0,0,208,"ui/icon/004000/004217.tex",10150,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#30","TiltParam#22","TiltParam#41",False,"TiltParam#42",False
265,"Demi-Phoinix",0,"Demi-Phoinixes",0,0,1,0,1,"ModelChara#3281","MoveControl#2","",45,70,70,1,2,"MountCustomize#105","music/ffxiv/BGM_Ride_Pandemonium01.scd","SE_Bt_Etc_Mount_Phoenix_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Phoenix_bye",20,10,False,True,0,0,0,0,209,"ui/icon/004000/004218.tex",5060,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
