key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
17171,"Hastilude",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/swd_knight/abl020_start","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"",,"",0,6,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17172,"Stage Combat",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp002","mon_sp/[SKL_ID]/mon_sp002_hit",0,,0,0,False,False,4,True,False,False,False,False,False,False,False,False,0,False,False,3,4,0,True,0,0,,"",0,False,30,0,120,0,0,"",1,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",4,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17173,"Benefic",False,"ui/icon/000000/000405.tex","Spell",2,"battle/magic_ast_start","cmrv_ligct0c","magic/2gl_astro/mgc001","normal_hit/normal_hit",0,,0,0,False,False,40,True,True,True,False,True,False,False,True,True,0,False,False,1,0,0,False,0,0,,"",0,False,15,0,25,58,0,"",5,"Fang and Claw Bared",0,"Stun",,"",0,0,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17174,"Aspected Benefic",False,"ui/icon/000000/000405.tex","Spell",2,"battle/magic_ast_start","cmrv_ligct0c","magic/2gl_astro/mgc002","normal_hit/normal_hit",0,,0,0,False,False,40,True,True,True,False,True,False,False,True,True,0,False,False,1,0,0,False,0,0,,"",0,False,0,0,25,58,0,"",5,"Fang and Claw Bared",0,"Stun",,"",0,0,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17175,"Holy Sword",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/d1016/mon_sp007","mon_sp/d1016/mon_sp003_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",2,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17176,"Holy Sword",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/d1016/mon_sp007","mon_sp/d1016/mon_sp003_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",2,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17177,"Wishing Star",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp003","mon_sp/[SKL_ID]/mon_sp003_hit",0,,0,0,False,False,40,False,False,False,False,False,False,True,False,False,0,False,False,2,5,0,True,0,0,,"",0,False,30,0,120,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17178,"the Path of Light",False,"ui/icon/000000/000405.tex","Spell",0,"battle/mon_sp_c_start","mon_eisyo03t","mon_sp/common/mon_sph044","mon_sp/gimmick/f1d8_cyuboss2_gimmick01_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,20,0,True,0,0,,"",0,False,15,0,300,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17179,"Draw",False,"ui/icon/003000/003101.tex","Ability",0,"","","ability/2gl_astro/abl001","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,,"",0,True,0,0,300,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17180,"the Balance",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/2gl_astro/play01","ability/2gl_astro/play01_hit",0,,0,0,False,False,40,True,True,True,False,True,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,True,0,0,0,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17181,"the Bole",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/2gl_astro/play02","ability/2gl_astro/play02_hit",0,,0,0,False,False,40,True,True,True,False,True,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,True,0,0,0,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17182,"the Arrow",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/2gl_astro/play03","ability/2gl_astro/play03_hit",0,,0,0,False,False,40,True,True,True,False,True,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,True,0,0,0,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17183,"the Spear",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/2gl_astro/play04","ability/2gl_astro/play04_hit",0,,0,0,False,False,40,True,True,True,False,True,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,True,0,0,0,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17184,"the Ewer",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/2gl_astro/play05","ability/2gl_astro/play05_hit",0,,0,0,False,False,40,True,True,True,False,True,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,True,0,0,0,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17185,"the Spire",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/2gl_astro/play06","ability/2gl_astro/play06_hit",0,,0,0,False,False,40,True,True,True,False,True,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,True,0,0,0,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17186,"Diurnal Sect",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/2gl_astro/abl006","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,,"",0,True,0,0,50,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17187,"Essential Dignity",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/2gl_astro/abl013","normal_hit/normal_hit",0,,0,0,False,False,40,True,True,True,False,True,False,False,True,True,0,False,False,1,0,0,False,0,0,,"",0,True,0,0,400,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17188,"Sanctified Fire II",False,"ui/icon/000000/000405.tex","Spell",0,"battle/magic_thm_start","cmat_firct0c","magic/thm_black/firela","magic/thm_black/firela_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
17189,"Bodkin Volley",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/magic_ran_start","cmbw_castx0c","ws/bt_2bw_emp/ws_s03","ws/bt_2bw_emp/ws_s03_hit",0,,0,0,False,False,40,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,,"",0,False,60,0,25,0,0,"",2,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
17190,"●アーゼマの均衡",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/2gl_astro/play01","ability/2gl_astro/play01_hit",0,,0,0,False,False,30,True,True,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,0,0,600,0,0,"",5,"Fang and Claw Bared",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17191,"Shattered Sky",False,"ui/icon/000000/000405.tex","Spell",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp002","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,40,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17192,"Gravity of the Seventh Dawn",False,"ui/icon/000000/000405.tex","Spell",1,"battle/magic_ast_start","cmwk_drkct1c","magic/2gl_astro/mgc016","magic/2gl_astro/mgc016_hit",0,,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,False,True,2,6,0,True,0,0,,"",0,False,25,0,3000,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17193,"Death of the Seventh Dawn",False,"ui/icon/000000/000405.tex","Spell",0,"battle/magic_ast_start","cmwk_drkct1c","eureka/erk007","normal_hit/normal_hit",0,,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,False,True,1,0,0,True,0,0,,"",0,False,40,0,3000,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17194,"Combust III",False,"ui/icon/000000/000405.tex","Spell",1,"battle/magic_ast_start","cmat_ligct0c","ability/2gl_astro/abl023","normal_hit/normal_hit",0,,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,False,True,1,0,0,True,0,0,,"",0,False,0,0,25,58,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17195,"Malefic IV",False,"ui/icon/000000/000405.tex","Spell",1,"battle/magic_ast_start","cmat_ligct0c","magic/2gl_astro/mgc015","normal_hit/normal_hit",0,,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,False,True,1,0,0,True,0,0,,"",0,False,15,0,25,58,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17196,"Helios",False,"ui/icon/000000/000405.tex","Spell",2,"battle/magic_ast_start","cmrv_ligct0c","magic/2gl_astro/mgc007","magic/2gl_astro/mgc007_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,20,0,False,0,0,,"",0,False,20,0,25,58,0,"",5,"Fang and Claw Bared",0,"Stun",,"",0,0,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17197,"War Dance",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","ability/chk_rdc/abl004","ability/chk_rdc/abl004_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,5,0,True,0,0,,"",0,False,30,0,0,0,0,"",1,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17198,"Charming Chasse",False,"ui/icon/000000/000405.tex","Spell",0,"battle/mon_sp_a_start","mon_eisyo01et","ability/chk_rdc/abl006","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,40,0,True,0,0,,"",0,False,30,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17199,"Savage Swipe",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/m0176/mon_sp001","mon_sp/m0176/mon_sp001_hit",0,,0,0,False,False,8,True,False,False,False,False,False,False,False,False,0,False,False,13,9,0,True,0,0,,"",0,False,30,0,120,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",5,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17200,"Saintscreen",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/m0001/mon_sp007","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,15,4,True,0,0,,"",0,False,35,0,100,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",2,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17201,"Head Butt",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/m0171/mon_sp003","normal_hit/normal_hit",0,,0,0,False,False,3,True,False,False,False,False,False,False,False,False,0,False,False,4,3,3,True,0,0,,"",0,False,25,0,60,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",2,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17202,"Claw",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/m0158/mon_sp001","mon_sp/m0158/mon_sp001_hit",0,,0,0,False,False,6,False,False,False,True,False,False,False,False,False,0,False,False,3,6,0,True,0,0,,"",0,False,0,0,60,0,0,"",1,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17203,"Tail Swing",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_d_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp024","normal_hit/zeroframe_hit",0,,0,0,False,False,10,True,False,False,False,False,False,False,False,False,0,False,False,2,10,0,True,0,0,,"",0,False,45,0,180,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17204,"Hannish Fire",False,"ui/icon/000000/000405.tex","Spell",0,"","","mon_sp/gimmick/e3fe_boss_gimmick01","mon_sp/gimmick/e3fe_boss_gimmick01_hit",0,,0,0,False,False,60,False,False,False,False,False,False,True,False,False,0,False,False,2,6,0,True,0,0,,"",0,False,33,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",1,0,False,False,False,False,False,True,False,False,False,0,False,False,False,False,0
17205,"Hannish Fire",False,"ui/icon/000000/000405.tex","Spell",0,"battle/mon_sp_a_start","mon_eisyo03t","ability/chk_rdc/abl009","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,30,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17206,"Roller Dash",False,"ui/icon/003000/003505.tex","Weaponskill",0,"","","mon_sp/[SKL_ID]/mon_sp003","normal_hit/normal_hit",0,,1,80,False,False,30,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,0,0,30,58,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",96,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17207,"Mythril Cyclone",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/w1fz_boss_gimmick01","mon_sp/gimmick/w1fz_boss_gimmick01_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,10,20,0,True,0,0,,"",0,False,80,0,0,0,0,"",1,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",220,0,False,False,False,False,False,True,False,False,False,0,False,False,False,False,0
17208,"Hannish Winds",False,"ui/icon/000000/000405.tex","Spell",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/common/mon_sph029","mon_sp/common/mon_sph029_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,30,0,300,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17209,"Hypercharge",False,"ui/icon/003000/003041.tex","Ability",0,"","","ability/2gn_machin/abl012","normal_hit/normal_hit",0,"machinist",0,30,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,61,50,,"",0,True,0,0,100,2,0,"",0,"",0,"Stun",,,96,2,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
17210,"Gust",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","mon_sp/gimmick/monster_hanyou_hitclip_nomi","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,0,0,,"",0,False,0,0,0,0,0,"",5,"Honed Reavers",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
17211,"Arrow of Fortitude",False,"ui/icon/000000/000405.tex","Limit Break",0,"limitbreak/lbk_bard_start","lmba_castx3c","limitbreak/lbk_bard_lv3","limitbreak/lbk_bard_lv3_hit",0,,0,0,False,False,40,True,False,False,False,False,False,False,False,False,0,False,False,12,30,8,True,0,0,,"",0,False,40,0,0,0,0,"",2,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",2,0,False,False,True,False,False,True,True,False,True,0,False,False,False,False,0
17212,"Sanctified Holy",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","","mon_sp/gimmick/z3o4_boss_gimmick02","mon_sp/gimmick/z3o4_boss_gimmick02_hit",0,,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,6,0,True,0,0,,"",0,False,60,0,100,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
17213,"Self-destruct",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp001","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,2,0,,"",0,False,0,0,0,0,0,"",5,"Straight Shot Ready",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,False,0,False,False,False,False,0
17214,"Hannish Waters",False,"ui/icon/000000/000405.tex","Spell",0,"","","mon_sp/gimmick/e3d6_cyuboss2_gimmick02","mon_sp/gimmick/e3d6_cyuboss2_gimmick02_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,40,0,True,2,0,,"",0,False,50,0,0,0,0,"",5,"Enhanced Piercing Talon",0,"Petrification",,"",0,0,False,"",105,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
17215,"Summon Eos",False,"ui/icon/002000/002823.tex","Spell",0,"normal/callpet_start","cmsm_wndct0s","normal/callpet_end","normal_hit/normal_hit",0,"scholar",0,4,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,3,2,,"",0,False,15,0,25,58,0,"",5,"Fang and Claw Bared",0,"",,"",29,1,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
17216,"Summon Selene",False,"ui/icon/000000/000786.tex","Spell",0,"normal/callpet_start","cmsm_ethct0s","normal/callpet_end","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,3,2,,"",0,False,15,0,25,58,0,"",5,"Fang and Claw Bared",0,"",,"",0,1,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17217,"興奮",False,"ui/icon/000000/000405.tex","Spell",0,"battle/mon_sp_a_start","mon_eisyo03t","magic/swl_summon/brave","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,0,0,300,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17218,"Hollow",False,"ui/icon/000000/000405.tex","Spell",0,"","","mon_sp/common/mon_sph031","normal_hit/normal_hit",0,,0,0,False,False,100,False,False,False,True,False,False,True,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
17219,"Hollow",False,"ui/icon/000000/000405.tex","Spell",0,"","","mon_sp/common/mon_sph031","normal_hit/normal_hit",0,,0,0,False,False,100,False,False,False,True,False,False,True,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
17220,"Hollow",False,"ui/icon/000000/000405.tex","Spell",0,"","","mon_sp/common/mon_sph031","normal_hit/normal_hit",0,,0,0,False,False,100,False,False,False,True,False,False,True,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
17221,"the Reach of Darkness",False,"ui/icon/000000/000405.tex","Limit Break",1,"limitbreak/lbk_caster_start","cmcs_castx1m","limitbreak/lbk_caster_lv2","limitbreak/lbk_caster_lv2_hit",0,,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,10,0,True,0,0,,"",0,False,120,0,0,0,0,"",8,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",1,0,False,False,True,False,True,True,True,False,True,0,False,False,False,False,0
17222,"attack",False,"ui/icon/000000/000405.tex","Auto-attack",0,"","",,"normal_hit/normal_hit",0,"",0,0,False,False,20,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,True,0,0,0,0,0,"",2,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17223,"Wrath of the Ronka",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp014","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,60,0,180,0,0,"",0,"",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17224,"Missionary's Charge",False,"ui/icon/000000/000405.tex","Weaponskill",0,"battle/mon_sp_e_start","","mon_sp/m0183/mon_sp014","mon_sp/m0183/mon_sp014_hit",0,,1,0,False,False,100,False,True,False,True,False,False,False,False,False,0,False,False,8,0,8,True,0,0,,"",0,False,40,0,0,0,0,"",3,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17225,"Fast Blade",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","ws/bt_swd_sld/wsh001","normal_hit/normal_hit",0,,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,0,0,25,0,0,"",1,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17226,"Vorpal Thrust",False,"ui/icon/000000/000405.tex","Weaponskill",0,"","","ws/bt_2sp_emp/wsh003","normal_hit/normal_hit",0,,0,0,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,0,0,25,0,0,"",-1,"Fang and Claw Bared",0,"Petrification",,"",0,2,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17227,"Sanctified Holy",False,"ui/icon/000000/000405.tex","Ability",0,"battle/mon_sp_a_start","mon_eisyo03t","mon_sp/[SKL_ID]/mon_sp011","normal_hit/normal_hit",0,,0,0,False,False,3,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,60,0,250,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
17228,"Cover",False,"ui/icon/000000/000405.tex","Ability",0,"","","ability/swd_knight/abl007","ability/swd_knight/abl007_hit",0,,0,0,False,False,100,False,True,False,False,False,False,False,False,False,0,True,False,1,0,0,False,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17229,"the Path of Light",False,"ui/icon/000000/000405.tex","Spell",0,"battle/magic_pld_start","cmat_ligct0c","magic/swd_knight/mgc001","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,True,0,0,,"",0,False,60,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,False,False,False,True,0,False,False,False,False,0
17230,"the Path of Light",False,"ui/icon/000000/000405.tex","Spell",0,"","","mon_sp/gimmick/z3fd_boss3_gimmick02","normal_hit/zeroframe_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,15,0,True,2,0,,"",0,False,55,0,0,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,0,False,"",1,0,False,False,False,False,False,True,False,False,False,0,False,False,False,False,0
17231,"Ruin",False,"ui/icon/000000/000405.tex","Spell",1,"battle/magic_swl_start","cmat_ligct0c","magic/swl_summon/fieryblast","normal_hit/normal_hit",0,,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,,"",0,False,25,0,25,0,0,"",5,"Fang and Claw Bared",0,"Petrification",,"",0,1,True,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
17232,"Into the Light",False,"ui/icon/000000/000405.tex","Ability",0,"battle/mon_sp_c_start","m0541_2lp_c0_t1","mon_sp/gimmick/monster_hanyou_hitclip_nomi","normal_hit/normal_hit",0,,0,0,False,False,100,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,50,0,0,0,0,"",0,"",0,"Petrification",,"",0,0,False,"",0,0,False,False,True,False,False,False,False,False,False,0,False,False,False,False,0
17233,"",False,"ui/icon/000000/000405.tex","Ability",0,"","","mon_sp/gimmick/monster_hanyou_hitclip_nomi_saisoku","normal_hit/fastest_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,,"",0,False,0,0,0,0,0,"",0,"",0,"",,"",0,0,False,"",0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
17234,"Swiftcast",False,"ui/icon/000000/000405.tex","Ability",0,"","","rol_common/rol031","normal_hit/normal_hit",0,,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,,"",0,True,0,0,600,0,0,"",0,"",0,"Stun",,"",0,0,False,"",0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
